"ath1_probe";"probe_target_number";"FC_35LFY_Ler_GSE911";"pfp_35LFY_Ler_GSE911";"P.value_35LFY_Ler_GSE911";"FC_DexCyclo_Cyclo_GSE911";"pfp_FC_DexCyclo_Cyclo_GSE911";"P.value_FC_DexCyclo_Cyclo_GSE911";"FC_DEX_MOCK_GSE911";"pfp_DEX_MOCK_GSE911";"P.value_DEX_MOCK_GSE911";"FC_LFYGR_WT_GSE28062";"pfp_LFYGR_WT_GSE28062";"P.value_LFYGR_WT_GSE28062"
"259927_at";15027;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.8075;"0.0019";"0"
"259930_at";15030;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4021;"0.0681";"0.002"
"259955_s_at";15055;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6124;"0.0218";"0,0008"
"259972_at";15072;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4684;"0.0302";"0,0006"
"259975_at";15075;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.3701;"0.0011";"0"
"259979_at";15079;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.7867;"0.0022";"0"
"259985_at";15085;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.3274;"0,0004";"0"
"259994_at";15094;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5556;"0.0127";"0,0004"
"259996_at";15096;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4851;"0.0058";"0,0001"
"260028_at";15128;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6627;"0.045";"0.002"
"260034_at";15134;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5076;"0.0218";"0,0004"
"260036_at";15136;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3471;"0.0794";"0.0026"
"260037_at";15137;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3693;"0.0648";"0.0019"
"260041_at";15141;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.3147;"0,0003";"0"
"260053_at";15153;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.775;"0.0046";"0"
"260059_at";15159;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.172;"0";"0"
"260077_at";15177;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.3464;"0,0006";"0"
"260094_at";15194;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3392;"0.0811";"0.0027"
"260101_at";15201;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.6996;"0.0056";"0,0001"
"260134_at";15234;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4946;"0.0064";"0,0001"
"260143_at";15243;NA;NA;NA;NA;NA;NA;NA;NA;NA;4.1956;"0";"0"
"260155_at";15255;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.6401;"0.0074";"0,0001"
"260181_at";15281;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.9513;"0,0005";"0"
"260190_at";15290;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3507;"0.0777";"0.0026"
"260199_at";15299;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5297;"0.0089";"0,0002"
"260205_at";15305;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3559;"0.0752";"0.0024"
"260206_at";15306;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4927;"0.0386";"0,0008"
"260208_s_at";15308;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6423;"0.0327";"0.0013"
"260220_at";15320;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5343;"0.0141";"0,0004"
"260226_at";15326;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6476;"0.0362";"0.0015"
"260242_at";15342;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5842;"0.0184";"0,0006"
"260264_at";15364;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.1113;"0";"0"
"260267_at";15367;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3573;"0.0794";"0.0026"
"260274_at";15374;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3977;"0.0693";"0.0021"
"260288_at";15388;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7239;"0.0831";"0.0044"
"260297_at";15397;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5472;"0.0115";"0,0003"
"260303_at";15403;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.449;"0.0378";"0,0008"
"260327_at";15427;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.2347;"0,0001";"0"
"260332_at";15432;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4521;"0.0046";"0,0001"
"260345_at";15445;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4473;"0.0034";"0,0001"
"260350_at";15450;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3335;"0.0929";"0.0034"
"260363_at";15463;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4455;"0.0034";"0,0001"
"260367_at";15467;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.8026;"0.0021";"0"
"260388_at";15488;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5081;"0.0265";"0,0005"
"260389_at";15489;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6113;"0.0266";"0.001"
"260395_at";15495;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.8878;"0.0012";"0"
"260406_at";15506;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.3486;"0.0012";"0"
"260414_at";15514;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6047;"0.0228";"0,0008"
"260427_at";15527;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3917;"0.0687";"0.0021"
"260434_at";15534;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4196;"0.0025";"0"
"260435_at";15535;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.1619;"0";"0"
"260453_s_at";15553;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3113;"0.099";"0.0038"
"260462_at";15562;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.6433;"0.0083";"0,0001"
"260466_at";15566;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5194;"0.0084";"0,0002"
"260494_at";15594;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.3579;"0,0009";"0"
"260500_at";15600;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4399;"0.0363";"0,0007"
"260506_at";15606;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.7257;"0.0041";"0"
"260515_at";15615;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.607;"0.0241";"0,0009"
"260533_at";15633;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4644;"0.0404";"0,0009"
"260536_at";15636;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5676;"0.0119";"0,0001"
"260544_at";15644;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5319;"0.0202";"0,0003"
"260546_at";15646;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3311;"0.0914";"0.0033"
"260549_at";15649;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.6345;"0.0063";"0,0001"
"260560_at";15660;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.047;"0";"0"
"260563_at";15663;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5695;"0.0208";"0,0007"
"260564_at";15664;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.383;"0.0628";"0.0018"
"260565_at";15665;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7082;"0.0714";"0.0037"
"260572_at";15672;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3218;"0.0996";"0.0038"
"260592_at";15692;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6959;"0.0621";"0.0031"
"260618_at";15718;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5208;"0.0089";"0,0002"
"260637_at";15737;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5607;"0.012";"0,0003"
"260639_at";15739;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5397;"0.0107";"0,0003"
"260667_at";15767;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.632;"0.0277";"0.0011"
"260673_at";15773;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4613;"0.004";"0,0001"
"260676_at";15776;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5538;"0.0114";"0,0003"
"260696_at";15796;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3594;"0.0755";"0.0024"
"260727_at";15827;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4673;"0.0062";"0,0001"
"260728_at";15828;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3299;"0.0989";"0.0038"
"260741_at";15841;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.7782;"0";"0"
"260743_at";15843;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.4155;"0";"0"
"260748_at";15848;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7219;"0.0832";"0.0044"
"260770_at";15870;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6575;"0.0407";"0.0018"
"260774_at";15874;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.54;"0.0099";"0,0002"
"260776_at";15876;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4734;"0.0051";"0,0001"
"260784_at";15884;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.3013;"0,0001";"0"
"260800_at";15900;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3951;"0.0512";"0.0013"
"260804_at";15904;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4308;"0.0031";"0,0001"
"260818_at";15918;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.462;"0.0307";"0,0006"
"260831_at";15931;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5773;"0.0219";"0,0008"
"260837_at";15937;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4813;"0.0254";"0,0004"
"260876_at";15976;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5337;"0.0094";"0,0002"
"260889_at";15989;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5815;"0.0165";"0,0005"
"260910_at";16010;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5167;"0.0232";"0,0004"
"260924_at";16024;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5966;"0.0222";"0,0008"
"260926_at";16026;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6054;"0.0235";"0,0009"
"260955_at";16055;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.1712;"0,0001";"0"
"260957_at";16057;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5764;"0.0147";"0,0004"
"260973_at";16073;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6599;"0.0361";"0.0015"
"260993_at";16093;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.9558;"0,0007";"0"
"261000_at";16100;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.6387;"0.0062";"0,0001"
"261004_at";16104;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5927;"0.0195";"0,0007"
"261021_at";16121;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.1315;"0";"0"
"261060_at";16160;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.898;"0.0024";"0"
"261063_at";16163;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4368;"0.0512";"0.0013"
"261066_at";16166;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6112;"0.0291";"0.0011"
"261070_at";16170;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4773;"0.0062";"0,0001"
"261100_at";16200;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.647;"0.0344";"0.0014"
"261125_at";16225;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3591;"0.0866";"0.0031"
"261203_at";16303;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6597;"0.0371";"0.0016"
"261212_at";16312;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5332;"0.0092";"0,0002"
"261216_at";16316;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.2755;"0,0002";"0"
"261226_at";16326;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.3068;"0,0003";"0"
"261265_at";16365;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6803;"0.0699";"0.0036"
"261266_at";16366;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.3177;"0,0003";"0"
"261274_at";16374;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.599;"0.0184";"0,0006"
"261276_at";16376;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.396;"0.0537";"0.0014"
"261292_at";16392;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4748;"0.0051";"0,0001"
"261308_at";16408;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7068;"0.0605";"0.003"
"261312_at";16412;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4559;"0.0385";"0,0008"
"261315_at";16415;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7151;"0.074";"0.0038"
"261317_at";16417;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4546;"0.0337";"0,0007"
"261318_at";16418;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6529;"0.0412";"0.0018"
"261327_at";16427;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.1467;"0";"0"
"261335_at";16435;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.2055;"0";"0"
"261363_at";16463;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5946;"0.0199";"0,0007"
"261368_at";16468;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6051;"0.0204";"0,0007"
"261382_at";16482;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5518;"0.0137";"0,0004"
"261399_at";16499;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6734;"0.0712";"0.0036"
"261404_at";16504;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4657;"0.0605";"0.0017"
"261405_at";16505;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5488;"0.0162";"0,0002"
"261407_at";16507;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6959;"0.0704";"0.0036"
"261409_at";16509;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5253;"0.0172";"0,0002"
"261420_at";16520;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.6006;"0,0001";"0"
"261426_at";16526;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4448;"0.0378";"0,0008"
"261431_at";16531;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.1955;"0";"0"
"261450_s_at";16550;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.2073;"0";"0"
"261451_at";16551;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7094;"0.0858";"0.0047"
"261454_at";16554;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6424;"0.0325";"0.0013"
"261456_at";16556;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5077;"0.0072";"0,0002"
"261459_at";16559;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4357;"0.003";"0"
"261485_at";16585;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7446;"0.0952";"0.0053"
"261491_at";16591;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.2804;"0,0002";"0"
"261500_at";16600;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.2411;"0,0001";"0"
"261501_at";16601;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6164;"0.0244";"0,0009"
"261502_at";16602;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.3985;"0.0019";"0"
"261521_at";16621;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7286;"0.0872";"0.0047"
"261531_at";16631;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4355;"0.0421";"0,0009"
"261564_at";16664;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.1597;"0,0001";"0"
"261569_at";16669;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3904;"0.0519";"0.0013"
"261570_at";16670;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6673;"0.0559";"0.0027"
"261576_at";16676;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.13;"0";"0"
"261586_at";16686;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5803;"0.0149";"0,0002"
"261593_at";16693;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.3181;"0,0003";"0"
"261594_at";16694;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5171;"0.0077";"0,0002"
"261609_at";16709;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5218;"0.0079";"0,0002"
"261610_at";16710;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6181;"0.0274";"0.0011"
"261618_at";16718;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5748;"0.0157";"0,0005"
"261625_at";16725;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5282;"0.027";"0,0005"
"261635_at";16735;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3332;"0.0826";"0.0028"
"261662_at";16762;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.3936;"0.0018";"0"
"261667_at";16767;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4706;"0.0354";"0,0007"
"261674_at";16774;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3446;"0.0778";"0.0026"
"261675_at";16775;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.555;"0.0154";"0,0005"
"261729_s_at";16829;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3649;"0.0859";"0.003"
"261754_at";16854;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5753;"0.0159";"0,0002"
"261758_at";16858;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4301;"0.0486";"0.0012"
"261763_at";16863;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.1765;"0";"0"
"261772_at";16872;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7067;"0.0851";"0.0046"
"261793_at";16893;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4015;"0.0475";"0.0012"
"261794_at";16894;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5309;"0.0163";"0,0002"
"261805_at";16905;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3853;"0.0572";"0.0015"
"261806_at";16906;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3458;"0.084";"0.0029"
"261821_at";16921;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3773;"0.0603";"0.0017"
"261822_at";16922;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4187;"0.0431";"0.001"
"261823_at";16923;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3388;"0.0829";"0.0028"
"261834_at";16934;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.2619;"0,0001";"0"
"261845_at";16945;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5469;"0.013";"0,0004"
"261851_at";16951;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5401;"0.0149";"0,0002"
"261881_at";16981;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.2358;"0,0001";"0"
"261883_at";16983;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5206;"0.0106";"0,0003"
"261895_at";16995;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4691;"0.0045";"0,0001"
"261907_at";17007;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.6699;"0.0058";"0,0001"
"261910_at";17010;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6516;"0.0574";"0.0028"
"261921_at";17021;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.3953;"0.002";"0"
"261924_at";17024;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3381;"0.0772";"0.0025"
"261935_at";17035;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6702;"0.0403";"0.0018"
"261941_at";17041;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4408;"0.0035";"0,0001"
"261950_at";17050;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4092;"0.0021";"0"
"261974_at";17074;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4902;"0.0249";"0,0004"
"261991_at";17091;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3594;"0.0732";"0.0023"
"262003_at";17103;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6742;"0.0451";"0.002"
"262006_at";17106;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4828;"0.051";"0.0013"
"262019_s_at";17119;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.1945;"0";"0"
"262058_at";17158;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3839;"0.053";"0.0014"
"262063_at";17163;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5941;"0.0172";"0,0002"
"262085_at";17185;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4144;"0.004";"0,0001"
"262088_at";17188;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.5956;"0";"0"
"262099_s_at";17199;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6425;"0.0503";"0.0023"
"262116_at";17216;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4659;"0.0289";"0,0005"
"262118_at";17218;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.3671;"0.001";"0"
"262121_at";17221;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5683;"0.015";"0,0005"
"262124_at";17224;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4325;"0.0824";"0.0028"
"262135_at";17235;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7011;"0.0578";"0.0028"
"262150_at";17250;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.698;"0.0907";"0.005"
"262160_at";17260;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3638;"0.0672";"0.002"
"262188_at";17288;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3879;"0.0671";"0.002"
"262196_at";17296;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.1989;"0";"0"
"262205_at";17305;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3277;"0.0963";"0.0036"
"262208_at";17308;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3683;"0.0752";"0.0024"
"262220_at";17320;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.8641;"0.0013";"0"
"262230_at";17330;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5153;"0.0076";"0,0002"
"262231_at";17331;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.3783;"0.0016";"0"
"262254_at";17354;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.1573;"0";"0"
"262259_s_at";17359;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6096;"0.0242";"0,0009"
"262261_at";17361;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4815;"0.0284";"0,0005"
"262278_at";17378;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5291;"0.0091";"0,0002"
"262295_at";17395;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4493;"0.0455";"0.0011"
"262297_at";17397;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4375;"0.0415";"0,0009"
"262300_at";17400;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.9388;"0.0032";"0"
"262303_at";17403;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.637;"0.0336";"0.0014"
"262305_at";17405;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.526;"0.0088";"0,0002"
"262315_at";17415;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6971;"0.0719";"0.0037"
"262345_at";17445;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3499;"0.0753";"0.0024"
"262378_at";17478;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4489;"0.0446";"0.001"
"262379_at";17479;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5873;"0.01";"0,0001"
"262393_at";17493;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4223;"0.049";"0.0012"
"262396_at";17496;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.1135;"0";"0"
"262418_at";17518;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3252;"0.087";"0.0031"
"262434_at";17534;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6522;"0.0441";"0.002"
"262445_at";17545;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0373;"0";"0"
"262452_at";17552;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6305;"0.0399";"0.0017"
"262465_at";17565;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6623;"0.0609";"0.003"
"262473_at";17573;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3719;"0.0681";"0.002"
"262482_at";17582;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5992;"0.0203";"0,0007"
"262486_at";17586;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7106;"0.0851";"0.0046"
"262488_at";17588;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4435;"0.0034";"0,0001"
"262489_at";17589;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4805;"0.0059";"0,0001"
"262490_at";17590;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5676;"0.013";"0,0004"
"262499_at";17599;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3906;"0.0553";"0.0015"
"262505_at";17605;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.8303;"0.0019";"0"
"262507_at";17607;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7111;"0.0789";"0.0042"
"262508_at";17608;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4297;"0.0426";"0.001"
"262513_at";17613;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4006;"0.0537";"0.0014"
"262518_at";17618;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.2993;"0,0003";"0"
"262525_at";17625;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.8746;"0.0018";"0"
"262550_at";17650;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4876;"0.006";"0,0001"
"262571_at";17671;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3906;"0.0648";"0.0019"
"262580_at";17680;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3905;"0.0553";"0.0015"
"262581_at";17681;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.9186;"0,0006";"0"
"262592_at";17692;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4652;"0.0302";"0,0006"
"262603_at";17703;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3173;"0.0964";"0.0036"
"262609_at";17709;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5565;"0.0119";"0,0003"
"262612_at";17712;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.364;"0.081";"0.0027"
"262616_at";17716;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.6687;"0.0046";"0"
"262649_at";17749;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.2669;"0,0001";"0"
"262653_at";17753;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4466;"0.0323";"0,0006"
"262655_s_at";17755;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.354;"0,0007";"0"
"262662_at";17762;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5451;"0.0149";"0,0004"
"262673_at";17773;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4203;"0.046";"0.0011"
