Model_name;Type;Short_description;Curator_summary;Computational_description;probe_name;probe_target_number;FC_LFY.GR_Col_GSE28062;pfp;P.value;FC_SP3_Col;pfp;P.value;FC_SP1_Col;pfp;P.value;FC_35LFY_Ler_GSE911;pfp;P.value;FC_Dex_Mock_GSE911;pfp;P.value;FC_DexCyclo_Cyclo_GSE911;pfp;P.value;FC_Col.12DAF_lfy.12DAF;pfp;P.value;FC_Col.7DAF_lfy.7DAF;pfp;P.value;FC_Col.5DAF_lfy.5DAF;pfp;P.value;FC_Col.3DAF_lfy.3DAF;pfp;P.value
LFY-GR_vs_WT_GSE28062;;;;;249051_at;;0.5663;0.0177;6,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;249618_at;;0.5607;0.0177;6,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;254466_at;;0.5909;0.0177;6,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;253498_at;;0.5761;0.0177;6,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;250918_at;;0.5932;0.0178;6,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;264697_at;;0.5916;0.0178;6,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;247951_at;;0.5945;0.0179;6,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;267537_at;;0.5775;0.018;6,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;265214_at;;0.5712;0.018;6,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;258470_at;;0.5921;0.018;6,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;256024_at;;0.5954;0.018;6,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;255957_at;;0.5543;0.018;6,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;246815_at;;0.5835;0.018;6,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;248003_at;;0.5853;0.0181;6,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;255802_s_at;;0.5734;0.0181;6,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;246983_at;;0.5549;0.0181;6,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;258791_at;;0.5919;0.0184;6,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;246144_at;;0.5894;0.0184;6,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;257761_at;;0.5592;0.0183;6,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;247471_at;;0.589;0.0184;6,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;261274_at;;0.599;0.0184;6,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;260242_at;;0.5842;0.0184;6,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;264777_at;;0.5951;0.0184;6,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;252080_at;;0.5933;0.0184;6,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;256725_at;;0.5974;0.0185;6,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;245251_at;;0.5969;0.0185;6,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;247904_at;;0.5827;0.0185;6,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;263680_at;;0.5946;0.0188;6,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;259705_at;;0.6007;0.019;6,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;248713_at;;0.6027;0.0191;6,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;262903_at;;0.5728;0.019;6,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;251195_at;;0.5823;0.0191;6,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;265547_at;;0.602;0.0191;6,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;245993_at;;0.5891;0.019;6,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;265378_at;;0.6004;0.0193;7,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;253218_at;;0.6023;0.0192;7,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;264280_at;;0.5916;0.0192;7,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;261004_at;;0.5927;0.0195;7,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;245277_at;;0.5829;0.0196;7,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;250141_at;;0.6069;0.0199;7,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;261363_at;;0.5946;0.0199;7,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;257547_at;;0.5911;0.0201;7,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;249329_at;;0.596;0.0201;7,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;251360_at;;0.5919;0.0201;7,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;251975_at;;0.5744;0.0204;7,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;262482_at;;0.5992;0.0203;7,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;261368_at;;0.6051;0.0204;7,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;245734_at;;0.6043;0.0205;7,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;247246_at;;0.6063;0.0205;7,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;260563_at;;0.5695;0.0208;7,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;257236_at;;0.6093;0.0209;7,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;266007_at;;0.5896;0.021;7,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;248271_at;;0.6109;0.021;7,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;261016_at;;0.6033;0.021;7,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;249306_at;;0.601;0.021;7,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;247264_at;;0.5545;0.021;7,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;266166_at;;0.604;0.0211;7,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;256186_at;;0.6059;0.0212;7,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;265943_at;;0.605;0.0214;7,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;266368_at;;0.5788;0.0215;7,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;253052_at;;0.6029;0.0216;8,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;264757_at;;0.594;0.0217;8,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;259546_at;;0.5903;0.0217;8,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;257619_at;;0.6102;0.0217;8,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;253285_at;;0.5474;0.0218;8,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;251903_at;;0.6108;0.0218;8,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;259955_s_at;;0.6124;0.0218;8,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;260831_at;;0.5773;0.0219;8,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;246596_at;;0.5496;0.0219;8,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;249983_at;;0.6068;0.022;8,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;263989_at;;0.6112;0.0221;8,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;260924_at;;0.5966;0.0222;8,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;264907_at;;0.5862;0.0222;8,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;254349_at;;0.5558;0.0224;8,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;267300_at;;0.6144;0.0226;8,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;266078_at;;0.5875;0.0227;8,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;259513_at;;0.6048;0.0227;8,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;260414_at;;0.6047;0.0228;8,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;263124_at;;0.6069;0.0228;8,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;258003_at;;0.6205;0.023;8,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;266253_at;;0.616;0.0229;8,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;264082_at;;0.6154;0.0231;8,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;247719_at;;0.5906;0.0231;8,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;250982_at;;0.6042;0.0232;8,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;250694_at;;0.6187;0.0234;8,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;264930_at;;0.6193;0.0234;8,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;245319_at;;0.6191;0.0235;8,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;251290_at;;0.6153;0.0235;9,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;260926_at;;0.6054;0.0235;9,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;251984_at;;0.5995;0.0237;9,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;253854_at;;0.6236;0.0237;9,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;265499_at;;0.6203;0.0239;9,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;251896_at;;0.5993;0.0239;9,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;259116_at;;0.618;0.0239;9,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;259583_at;;0.6078;0.0238;9,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;252343_at;;0.6126;0.0239;9,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;260515_at;;0.607;0.0241;9,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;251665_at;;0.6242;0.0242;9,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;262259_s_at;;0.6096;0.0242;9,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;263402_at;;0.6246;0.0243;9,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;255807_at;;0.6014;0.0243;9,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;262731_at;;0.5642;0.0243;9,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;261501_at;;0.6164;0.0244;9,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;251890_at;;0.6066;0.0245;9,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;248466_at;;0.6237;0.0246;9,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;267157_at;;0.6238;0.0246;9,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;265769_at;;0.609;0.0247;9,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;249969_at;;0.6282;0.0248;9,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;265194_at;;0.6191;0.0249;9,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;258064_at;;0.6246;0.0251;9,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;259783_at;;0.6226;0.0251;9,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;246274_at;;0.6029;0.0251;9,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;251178_at;;0.5989;0.0252;9,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;267361_at;;0.6143;0.0252;9,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;266324_at;;0.6221;0.0252;9,00E-04;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;264517_at;;0.6274;0.0257;0.001;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;266464_at;;0.6085;0.0257;0.001;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;265935_at;;0.586;0.0257;0.001;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;248908_at;;0.6266;0.0258;0.001;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;266983_at;;0.6259;0.0259;0.001;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;245253_at;;0.6108;0.026;0.001;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;247965_at;;0.6071;0.0261;0.001;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;265158_at;;0.6126;0.0264;0.001;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;260389_at;;0.6113;0.0266;0.001;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;251769_at;;0.6133;0.0267;0.001;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;258396_at;;0.6321;0.0267;0.001;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;267610_at;;0.6262;0.0267;0.001;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;263120_at;;0.6334;0.0267;0.001;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;267392_at;;0.6289;0.0267;0.001;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;248861_at;;0.6355;0.0267;0.001;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;248895_at;;0.6306;0.0266;0.001;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;264240_at;;0.6251;0.0266;0.001;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;256970_at;;0.6314;0.0267;0.001;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;248964_at;;0.6048;0.0267;0.001;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;252184_at;;0.629;0.0268;0.001;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;264277_at;;0.6204;0.0272;0.001;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;253245_at;;0.6324;0.0273;0.001;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;265672_at;;0.5937;0.0273;0.001;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;261610_at;;0.6181;0.0274;0.0011;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;247954_at;;0.6343;0.0274;0.0011;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;263221_at;;0.6269;0.0273;0.0011;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;249115_at;;0.6333;0.0275;0.0011;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;257026_at;;0.6263;0.0276;0.0011;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;260667_at;;0.632;0.0277;0.0011;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;266812_at;;0.6292;0.0276;0.0011;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;251705_at;;0.5865;0.0276;0.0011;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;253519_at;;0.6204;0.0278;0.0011;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;266560_at;;0.6285;0.0283;0.0011;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;265038_at;;0.5713;0.0286;0.0011;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;257875_at;;0.6392;0.0287;0.0011;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;251605_at;;0.6255;0.0289;0.0011;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;261066_at;;0.6112;0.0291;0.0011;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;248623_at;;0.6094;0.0291;0.0011;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;252543_at;;0.6364;0.0291;0.0011;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;267357_at;;0.6435;0.0291;0.0011;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;265357_at;;0.6389;0.0291;0.0011;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;248277_at;;0.6379;0.0291;0.0011;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;265448_at;;0.6377;0.0292;0.0011;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;256720_at;;0.5992;0.0295;0.0012;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;265058_s_at;;0.6435;0.0295;0.0012;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;256676_at;;0.6387;0.0295;0.0012;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;251234_s_at;;0.6338;0.0295;0.0012;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;246827_at;;0.6114;0.0295;0.0012;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;266746_s_at;;0.6434;0.0299;0.0012;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;266335_at;;0.6471;0.0301;0.0012;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;247461_at;;0.6353;0.0301;0.0012;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;263183_at;;0.6433;0.0301;0.0012;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;250264_at;;0.6399;0.0303;0.0012;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;257722_at;;0.6464;0.0303;0.0012;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;253062_at;;0.6457;0.0303;0.0012;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;246142_at;;0.634;0.0306;0.0012;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;253806_at;;0.6456;0.0307;0.0012;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;267393_at;;0.6419;0.0307;0.0012;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;245765_at;;0.6244;0.0308;0.0012;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;253776_at;;0.6292;0.0308;0.0012;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;248205_at;;0.6005;0.0308;0.0012;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;258609_at;;0.6316;0.0308;0.0012;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;264767_at;;0.6425;0.0309;0.0012;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;251759_at;;0.6329;0.0309;0.0012;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;247348_at;;0.6413;0.031;0.0012;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;259925_at;;0.6402;0.0313;0.0013;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;248017_at;;0.6293;0.0313;0.0013;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;256999_at;;0.6447;0.0315;0.0013;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;254363_at;;0.6465;0.0316;0.0013;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;251994_at;;0.6489;0.0316;0.0013;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;262967_at;;0.6173;0.0317;0.0013;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;255626_at;;0.6514;0.0321;0.0013;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;259757_at;;0.645;0.0323;0.0013;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;265670_s_at;;0.6177;0.0323;0.0013;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;257506_at;;0.605;0.0323;0.0013;;;;;;;;;;;;;;;;;;;;;;;;;;;
