"ath1_probe";"probe_target_number";"FC_35LFY_vs_LER";"pfp_35LFY_vs_LER_down";"P.value_35LFY_vs_LER_down";"pfp_35LFY_vs_LER_up";"P.value_35LFY_vs_LER_up"
"261535_at";"16635";"0.5601";"0.1741";"0.0021";"1.0157";"0.9985"
"261536_at";"16636";"0.8594";"0.7587";"0.0762";"1.0523";"0.9695"
"261537_at";"16637";"0.9547";"1.1829";"0.2779";"0.9971";"0.7886"
"261538_at";"16638";"0.9929";"1.3076";"0.4123";"0.9859";"0.7443"
"261539_at";"16639";"1.0807";"1.3057";"0.4098";"0.9504";"0.1711"
"261540_at";"16640";"1.2852";"1.0345";"0.9878";"0.5704";"0.0294"
"261541_at";"16641";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261542_at";"16642";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261543_at";"16643";"1.0342";"0.954";"0.6688";"1.2451";"0.3836"
"261544_at";"16644";"1.188";"1.0654";"0.9189";"0.7858";"0.0898"
"261545_at";"16645";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261546_at";"16646";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261547_at";"16647";"0.929";"0.9731";"0.1622";"1.0538";"0.921"
"261548_at";"16648";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261549_at";"16649";"1.3065";"1.0406";"0.9833";"0.5465";"0.0249"
"261550_at";"16650";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261551_at";"16651";"0.8645";"0.8394";"0.1016";"1.046";"0.9002"
"261552_at";"16652";"0.9076";"0.9644";"0.158";"1.0447";"0.8955"
"261553_at";"16653";"0.8524";"0.7476";"0.0732";"1.0566";"0.9529"
"261554_at";"16654";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261555_s_at";"16655";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261556_s_at";"16656";"0.9116";"0.9802";"0.165";"1.0364";"0.8777"
"261557_at";"16657";"0.8973";"0.9461";"0.1472";"1.2052";"0.3469"
"261558_at";"16658";"0.7409";"0.4769";"0.0207";"1.3323";"0.5598"
"261559_at";"16659";"0.9285";"1.0425";"0.1966";"1.2632";"0.4031"
"261560_at";"16660";"1.2588";"1.0468";"0.9777";"0.6151";"0.0389"
"261561_at";"16661";"1.2611";"1.0465";"0.9779";"0.6083";"0.0374"
"261562_at";"16662";"0.8894";"0.9455";"0.1466";"1.0154";"0.8373"
"261563_at";"16663";"1.2002";"1.0505";"0.9726";"0.6995";"0.0627"
"261564_at";"16664";"1.2596";"1.0363";"0.9866";"0.5991";"0.0359"
"261565_at";"16665";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261566_at";"16666";"0.8133";"0.6449";"0.048";"0.8918";"0.647"
"261567_at";"16667";"0.5996";"0.2062";"0.0031";"1.0121";"0.9992"
"261568_at";"16668";"1.0242";"0.9406";"0.6565";"1.1912";"0.333"
"261569_at";"16669";"0.5132";"0.1156";"0.001";"1.0105";"0.9994"
"261570_at";"16670";"1.0951";"0.9785";"0.739";"1.0154";"0.2095"
"261571_at";"16671";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261572_at";"16672";"0.9577";"1.0762";"0.216";"1.0454";"0.8974"
"261573_at";"16673";"0.9877";"1.316";"0.4606";"1.3248";"0.5514"
"261574_at";"16674";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261575_at";"16675";"0.8935";"0.9825";"0.1671";"1.0138";"0.8336"
"261576_at";"16676";"0.9827";"1.2856";"0.3802";"0.9916";"0.7747"
"261577_at";"16677";"1.0072";"0.9659";"0.6806";"1.2781";"0.4239"
"261578_at";"16678";"0.8635";"0.7724";"0.0802";"1.053";"0.9673"
"261579_at";"16679";"1.0681";"0.9761";"0.7335";"1.0563";"0.2391"
"261580_at";"16680";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261581_at";"16681";"1.0966";"0.9527";"0.6674";"0.9606";"0.1778"
"261582_at";"16682";"1.0166";"0.8733";"0.6011";"1.2235";"0.3609"
"261583_at";"16683";"0.9751";"1.2457";"0.3293";"0.9853";"0.7507"
"261584_at";"16684";"0.9939";"1.3067";"0.4192";"0.9855";"0.7539"
"261585_at";"16685";"1.0772";"0.9822";"0.7488";"1.0262";"0.2196"
"261586_at";"16686";"1.4458";"1.0197";"0.9972";"0.3409";"0.0083"
"261587_at";"16687";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261588_at";"16688";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261589_at";"16689";"0.9165";"1.0638";"0.2061";"1.0098";"0.8232"
"261590_at";"16690";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261591_at";"16691";"0.894";"0.9601";"0.1548";"1.2568";"0.3964"
"261592_at";"16692";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261593_at";"16693";"0.8378";"0.7016";"0.0607";"1.0485";"0.9765"
"261594_at";"16694";"0.8494";"0.73";"0.0684";"1.0542";"0.965"
"261595_at";"16695";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261596_at";"16696";"0.9204";"0.9454";"0.1477";"1.0547";"0.9262"
"261597_at";"16697";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261598_at";"16698";"1.9823";"1.0061";"0.9999";"0.0913";"0.0006"
"261599_at";"16699";"0.9904";"1.2594";"0.3435";"1.0031";"0.8053"
"261600_x_at";"16700";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261601_at";"16701";"1.2425";"1.0416";"0.9821";"0.6315";"0.0427"
"261602_at";"16702";"1.1563";"1.3066";"0.4337";"0.7935";"0.0915"
"261603_at";"16703";"1.2624";"1.0418";"0.9817";"0.6064";"0.0369"
"261604_at";"16704";"0.9307";"1.1162";"0.2382";"1.0138";"0.8329"
"261605_at";"16705";"0.9527";"1.2305";"0.3141";"1.3446";"0.5752"
"261606_at";"16706";"0.9683";"1.1096";"0.2338";"1.0426";"0.8884"
"261607_at";"16707";"0.9238";"1.0615";"0.2048";"0.9997";"0.7986"
"261608_at";"16708";"0.9377";"0.9963";"0.1732";"1.0544";"0.9225"
"261609_at";"16709";"0.7645";"0.527";"0.0271";"1.0423";"0.9843"
"261610_at";"16710";"1.26";"1.0373";"0.9856";"0.6041";"0.0367"
"261611_at";"16711";"1.2209";"0.862";"0.5915";"0.6712";"0.0532"
"261612_at";"16712";"1.044";"1.0555";"0.8833";"1.075";"0.2518"
"261613_at";"16713";"0.954";"1.1874";"0.2807";"0.9958";"0.7853"
"261614_at";"16714";"0.938";"1.112";"0.2355";"0.9929";"0.7802"
"261615_at";"16715";"0.8432";"0.7117";"0.0631";"1.0503";"0.9736"
"261616_at";"16716";"0.7711";"0.5404";"0.0288";"1.0378";"0.988"
"261617_s_at";"16717";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261618_at";"16718";"0.9852";"1.3148";"0.4581";"1.3534";"0.5879"
"261619_x_at";"16719";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261620_s_at";"16720";"1.0674";"0.9745";"0.7278";"1.0526";"0.2371"
"261621_at";"16721";"1.1368";"1.0019";"0.7949";"0.9138";"0.1522"
"261622_at";"16722";"1.0262";"1.0474";"0.8675";"1.1149";"0.2787"
"261623_at";"16723";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261624_at";"16724";"0.8655";"0.8633";"0.1119";"1.001";"0.8012"
"261625_at";"16725";"1.0448";"0.9891";"0.768";"1.1711";"0.3158"
"261626_at";"16726";"0.9338";"1.2222";"0.3079";"0.9223";"0.6724"
"261627_at";"16727";"1.0599";"0.9784";"0.7393";"1.1108";"0.2761"
"261628_at";"16728";"1.1075";"1.0496";"0.8717";"0.902";"0.1453"
"261629_at";"16729";"1.0193";"0.9787";"0.7402";"1.2779";"0.4236"
"261630_at";"16730";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261631_at";"16731";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261632_at";"16732";"1.0686";"0.9877";"0.7642";"1.1177";"0.2804"
"261633_at";"16733";"0.8039";"0.692";"0.0582";"0.9853";"0.7531"
"261634_at";"16734";"1.0835";"1.0639";"0.9083";"0.9603";"0.1778"
"261635_at";"16735";"0.9616";"1.1986";"0.2873";"0.985";"0.7493"
"261636_at";"16736";"0.7363";"0.4648";"0.0187";"1.0296";"0.9932"
"261637_at";"16737";"1.003";"0.9858";"0.7612";"1.2707";"0.4133"
"261638_at";"16738";"0.4899";"0.0897";"0.0007";"1.0058";"0.9998"
"261639_at";"16739";"0.8807";"0.9025";"0.1299";"0.9943";"0.7824"
"261640_at";"16740";"0.9495";"1.1474";"0.2587";"0.9893";"0.7706"
"261641_at";"16741";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261642_at";"16742";"1.1862";"0.8731";"0.6008";"0.8144";"0.1005"
"261643_at";"16743";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261644_s_at";"16744";"1.0426";"0.9746";"0.7238";"1.1974";"0.3381"
"261645_at";"16745";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261646_at";"16746";"0.9608";"1.0415";"0.196";"1.3399";"0.5695"
"261647_at";"16747";"0.9994";"1.3073";"0.438";"0.9845";"0.7303"
"261648_at";"16748";"3.2864";"1.0023";"1";"0.0298";"0.0001"
"261649_at";"16749";"1.0754";"0.8623";"0.5917";"1.19";"0.3309"
"261650_at";"16750";"1.2429";"1.0446";"0.9793";"0.6323";"0.0431"
"261651_at";"16751";"1.0153";"0.945";"0.6606";"1.2614";"0.402"
"261652_at";"16752";"1.0029";"1.3214";"0.4666";"1.2985";"0.5109"
"261653_at";"16753";"0.9895";"1.2917";"0.3857";"0.9865";"0.7366"
"261654_at";"16754";"1.0101";"0.9747";"0.7259";"1.2905";"0.4497"
"261655_at";"16755";"1.0639";"1.0605";"0.8971";"1.0271";"0.2194"
"261656_at";"16756";"0.9896";"1.3157";"0.4604";"1.3247";"0.5517"
"261657_at";"16757";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261658_at";"16758";"1.8106";"1.0085";"0.9997";"0.1284";"0.0012"
"261659_at";"16759";"0.9173";"0.9873";"0.1701";"1.038";"0.8804"
"261660_at";"16760";"0.8141";"0.7511";"0.0744";"1.018";"0.8442"
"261661_at";"16761";"0.7496";"0.4821";"0.0215";"1.0295";"0.9933"
"261662_at";"16762";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261663_at";"16763";"0.981";"1.1228";"0.2424";"1.3394";"0.5689"
"261664_s_at";"16764";"1.1836";"1.0627";"0.9044";"0.7359";"0.0718"
"261665_at";"16765";"1.0021";"0.9764";"0.6985";"1.2895";"0.4721"
"261666_at";"16766";"1.1899";"1.052";"0.9706";"0.6975";"0.0622"
"261667_at";"16767";"1.1509";"0.9979";"0.7881";"0.879";"0.1309"
"261668_at";"16768";"1.123";"1.062";"0.946";"0.8552";"0.1196"
"261669_at";"16769";"0.9121";"0.9095";"0.1336";"1.0564";"0.9409"
"261670_at";"16770";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261671_at";"16771";"1.0495";"1.0283";"0.8393";"1.1224";"0.2833"
"261672_at";"16772";"0.9237";"0.9492";"0.1499";"1.0561";"0.9338"
"261673_at";"16773";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261674_at";"16774";"1.026";"0.951";"0.6655";"1.2246";"0.3639"
"261675_at";"16775";"0.995";"1.3062";"0.421";"0.9858";"0.7398"
"261676_at";"16776";"0.8786";"0.8738";"0.1165";"1.0515";"0.9144"
"261677_at";"16777";"1.0831";"0.9936";"0.7783";"1.0725";"0.2506"
"261678_at";"16778";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261679_at";"16779";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261680_at";"16780";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261681_at";"16781";"1.2149";"0.9889";"0.7677";"0.7387";"0.0727"
"261682_at";"16782";"1.1058";"1.3523";"0.5213";"1.0267";"0.2195"
"261683_at";"16783";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261684_at";"16784";"6.5211";"1.0007";"1";"0.0047";"0"
"261685_at";"16785";"1.0877";"1.2366";"0.3194";"0.9161";"0.1533"
"261686_at";"16786";"1.0032";"1.3358";"0.4888";"1.299";"0.5112"
"261687_at";"16787";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261688_at";"16788";"1.0329";"1.05";"0.8726";"1.1036";"0.2715"
"261689_at";"16789";"1.2606";"1.0359";"0.9871";"0.5939";"0.0344"
"261690_at";"16790";"0.9999";"1.3094";"0.4495";"0.9867";"0.7357"
"261691_at";"16791";"0.6939";"0.3763";"0.0119";"1.0442";"0.9826"
"261692_at";"16792";"1.2588";"1.039";"0.9845";"0.6071";"0.037"
"261693_at";"16793";"1.1337";"1.0615";"0.9472";"0.8287";"0.107"
"261694_at";"16794";"1.0179";"0.9611";"0.6757";"1.2342";"0.3756"
"261695_at";"16795";"1.0544";"1.0346";"0.8485";"1.0875";"0.2613"
"261696_at";"16796";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261697_at";"16797";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261698_at";"16798";"0.9036";"0.9835";"0.1679";"1.0022";"0.8038"
"261699_at";"16799";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261700_at";"16800";"1.4292";"1.0276";"0.9926";"0.3959";"0.011"
"261701_at";"16801";"0.8118";"0.6371";"0.0455";"1.0441";"0.9826"
"261702_at";"16802";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261703_at";"16803";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261704_at";"16804";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261705_at";"16805";"0.9907";"1.3011";"0.4032";"0.985";"0.7489"
"261706_at";"16806";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261707_at";"16807";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261708_at";"16808";"0.893";"0.8751";"0.1172";"1.053";"0.9195"
"261709_at";"16809";"1.301";"1.0308";"0.9901";"0.5459";"0.0251"
"261710_at";"16810";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261711_at";"16811";"0.7232";"0.4362";"0.0158";"1.035";"0.99"
"261712_at";"16812";"1.1574";"1.0608";"0.9488";"0.7949";"0.0926"
"261713_at";"16813";"1.9557";"1.0064";"0.9998";"0.0959";"0.0007"
"261714_at";"16814";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261715_at";"16815";"1.1638";"0.951";"0.6655";"0.7902";"0.0908"
"261716_at";"16816";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261717_at";"16817";"0.923";"1.0172";"0.1835";"1.0438";"0.8912"
"261718_at";"16818";"1.0136";"0.9735";"0.7074";"1.2663";"0.4083"
"261719_at";"16819";"1.0871";"1.0484";"0.8697";"0.9632";"0.1797"
"261720_at";"16820";"0.8943";"0.9227";"0.1381";"1.0456";"0.8987"
"261721_at";"16821";"1.1129";"1.0644";"0.938";"0.8941";"0.1405"
"261722_at";"16822";"0.9947";"1.3061";"0.4224";"1.2851";"0.4982"
"261723_at";"16823";"1.1561";"1.0562";"0.9633";"0.7915";"0.0912"
"261724_at";"16824";"1.0552";"1.0367";"0.8514";"1.1171";"0.2798"
"261725_at";"16825";"1.0544";"0.9785";"0.7395";"1.1609";"0.3086"
"261726_at";"16826";"1.0806";"0.9743";"0.7186";"1.0472";"0.234"
"261727_at";"16827";"0.6562";"0.3032";"0.007";"1.0185";"0.9978"
"261728_at";"16828";"1.1919";"1.027";"0.8364";"0.8053";"0.0965"
"261729_s_at";"16829";"0.8004";"0.615";"0.0414";"1.0454";"0.9816"
"261730_s_at";"16830";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261731_s_at";"16831";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261732_at";"16832";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261733_at";"16833";"0.8483";"0.7273";"0.0676";"1.0506";"0.9731"
"261734_at";"16834";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261735_at";"16835";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261736_at";"16836";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261737_at";"16837";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261738_s_at";"16838";"0.8201";"0.747";"0.073";"1.0123";"0.8296"
"261739_at";"16839";"0.985";"1.1862";"0.2798";"1.0321";"0.8698"
"261740_at";"16840";"0.9082";"0.9635";"0.1581";"1.0459";"0.9"
"261741_at";"16841";"1.105";"1.3079";"0.4445";"0.9723";"0.1847"
"261742_at";"16842";"1.0658";"0.8981";"0.6211";"1.2317";"0.3715"
"261743_s_at";"16843";"1.0534";"0.8642";"0.5933";"1.0122";"0.2066"
"261744_at";"16844";"1.1506";"1.0578";"0.8887";"0.8635";"0.1229"
"261745_at";"16845";"0.2998";"0.0094";"0";"1.0012";"1"
"261746_at";"16846";"1.008";"1.3463";"0.5116";"1.2853";"0.4981"
"261747_at";"16847";"1.1501";"1.0589";"0.9568";"0.7944";"0.0924"
"261748_at";"16848";"1.0403";"1.415";"0.5765";"1.0407";"0.2288"
"261749_at";"16849";"0.9596";"1.2037";"0.293";"0.9895";"0.7714"
"261750_at";"16850";"1.0419";"1.3504";"0.5184";"1.2601";"0.4001"
"261751_at";"16851";"0.9473";"1.0335";"0.1915";"1.0509";"0.9125"
"261752_at";"16852";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261753_at";"16853";"0.8333";"0.757";"0.0754";"1.0494";"0.9094"
"261754_at";"16854";"0.689";"0.3655";"0.011";"1.0239";"0.9958"
"261755_at";"16855";"0.985";"1.2421";"0.3243";"1.0071";"0.8166"
"261756_at";"16856";"0.9863";"1.2864";"0.3761";"0.9857";"0.7437"
"261757_at";"16857";"0.9434";"1.1323";"0.2475";"1.2882";"0.4773"
"261758_at";"16858";"0.9094";"0.97";"0.1603";"1.0456";"0.8989"
"261759_at";"16859";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261760_at";"16860";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261761_at";"16861";"0.9874";"1.3062";"0.4272";"1.2943";"0.5064"
"261762_at";"16862";"1.5274";"1.0259";"0.9935";"0.311";"0.0067"
"261763_at";"16863";"0.9925";"1.306";"0.4106";"0.9856";"0.7451"
"261764_at";"16864";"0.962";"1.071";"0.2118";"1.2941";"0.5066"
"261765_at";"16865";"1.116";"0.9895";"0.7692";"0.9021";"0.1449"
"261766_at";"16866";"0.9839";"1.2867";"0.3777";"0.9863";"0.7608"
"261767_s_at";"16867";"1.0367";"0.9756";"0.6915";"1.1778";"0.3199"
"261768_at";"16868";"1.346";"1.0237";"0.9949";"0.4655";"0.0167"
"261769_at";"16869";"1.0675";"0.9736";"0.712";"1.0245";"0.2172"
"261770_at";"16870";"1.1572";"1.0572";"0.9609";"0.7987";"0.0938"
"261771_at";"16871";"1.3957";"1.0213";"0.9965";"0.3987";"0.0112"
"261772_at";"16872";"0.6456";"0.2828";"0.0059";"1.0169";"0.9982"
"261773_at";"16873";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261774_at";"16874";"1.0855";"0.9752";"0.7309";"1.013";"0.2079"
"261775_at";"16875";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261776_at";"16876";"0.5052";"0.1108";"0.001";"1.0111";"0.9993"
"261777_at";"16877";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261778_at";"16878";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261779_at";"16879";"0.7988";"0.7124";"0.0643";"1.0148";"0.8356"
"261780_at";"16880";"1.0434";"0.9449";"0.6604";"1.1014";"0.2697"
"261781_at";"16881";"1.2969";"1.0403";"0.9837";"0.5525";"0.0261"
"261782_at";"16882";"1.0558";"0.9898";"0.77";"1.1671";"0.313"
"261783_at";"16883";"1.0445";"0.9821";"0.7501";"1.1787";"0.3213"
"261784_at";"16884";"1.0432";"0.8797";"0.6062";"1.2852";"0.4392"
"261785_at";"16885";"1.0185";"1.2421";"0.326";"1.1617";"0.309"
"261786_at";"16886";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261787_at";"16887";"1.449";"1.018";"0.9978";"0.3293";"0.0077"
"261788_at";"16888";"1.001";"1.3361";"0.4904";"1.3138";"0.534"
"261789_at";"16889";"1.0205";"1.0404";"0.8566";"1.1429";"0.2983"
"261790_at";"16890";"1.1787";"1.0541";"0.9674";"0.7322";"0.0704"
"261791_at";"16891";"0.9975";"1.3379";"0.4935";"1.3296";"0.5574"
"261792_at";"16892";"1.0928";"0.9735";"0.7136";"0.9884";"0.1923"
"261793_at";"16893";"1.0036";"0.9207";"0.6402";"1.2879";"0.4444"
"261794_at";"16894";"1.0049";"1.0711";"0.2117";"1.0129";"0.2084"
"261795_at";"16895";"1.0692";"0.9748";"0.7286";"1.101";"0.2695"
"261796_at";"16896";"1.0753";"1.063";"0.9054";"0.9849";"0.1902"
"261797_at";"16897";"1.016";"0.9748";"0.729";"1.2698";"0.4119"
"261798_at";"16898";"0.9973";"1.3064";"0.4272";"0.9868";"0.7361"
"261799_at";"16899";"0.9843";"1.2873";"0.3794";"0.9862";"0.76"
"261800_at";"16900";"1.0643";"1.037";"0.8519";"1.075";"0.2523"
"261801_at";"16901";"0.6884";"0.3585";"0.0102";"1.0207";"0.9971"
"261802_at";"16902";"0.9943";"1.3231";"0.4695";"1.3089";"0.5275"
"261803_at";"16903";"1.008";"0.9936";"0.7784";"1.2601";"0.4005"
"261804_at";"16904";"0.8597";"0.9391";"0.1446";"1.3326";"0.5604"
"261805_at";"16905";"1.1495";"1.0604";"0.9504";"0.7813";"0.0875"
"261806_at";"16906";"0.8605";"0.7596";"0.0765";"1.053";"0.9673"
"261807_at";"16907";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261808_at";"16908";"0.9445";"1.1304";"0.2459";"0.9893";"0.7708"
"261809_at";"16909";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261810_at";"16910";"1.1259";"1.0644";"0.9342";"0.8471";"0.1157"
"261811_at";"16911";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261812_at";"16912";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261813_at";"16913";"1.1673";"1.0635";"0.9419";"0.7719";"0.0842"
"261814_at";"16914";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261815_at";"16915";"0.726";"0.4454";"0.0169";"1.0273";"0.9941"
"261816_at";"16916";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261817_at";"16917";"0.8435";"0.7115";"0.0635";"1.0503";"0.9736"
"261818_at";"16918";"1.1192";"1.0133";"0.8149";"0.916";"0.1533"
"261819_at";"16919";"0.7168";"0.4223";"0.0148";"1.033";"0.9911"
"261820_at";"16920";"1.0216";"1.4078";"0.5721";"1.2909";"0.4701"
"261821_at";"16921";"0.9468";"1.2434";"0.3267";"1.3844";"0.6133"
"261822_at";"16922";"1.1524";"0.9751";"0.7007";"0.9137";"0.1502"
"261823_at";"16923";"0.7851";"0.5692";"0.0342";"1.0405";"0.9866"
"261824_at";"16924";"1.0648";"1.0607";"0.8985";"1.0179";"0.2122"
"261825_at";"16925";"0.7721";"0.5365";"0.0283";"1.0334";"0.9908"
"261826_at";"16926";"0.9628";"1.2425";"0.3258";"1.3088";"0.5265"
"261827_at";"16927";"0.9474";"1.1122";"0.2355";"0.9851";"0.7491"
"261828_at";"16928";"0.9337";"0.9874";"0.1704";"1.0521";"0.9161"
"261829_at";"16929";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261830_at";"16930";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261831_at";"16931";"1.1075";"1.0647";"0.936";"0.8921";"0.1389"
"261832_at";"16932";"0.6306";"0.2494";"0.0048";"1.0144";"0.9988"
"261833_at";"16933";"0.8678";"0.7868";"0.0833";"1.0529";"0.9664"
"261834_at";"16934";"0.7723";"0.5431";"0.0294";"1.0435";"0.9832"
"261835_at";"16935";"0.997";"1.3469";"0.5137";"1.3353";"0.5642"
"261836_at";"16936";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261837_s_at";"16937";"1.1364";"1.0608";"0.9487";"0.8213";"0.1031"
"261838_at";"16938";"0.9581";"1.1351";"0.2497";"0.876";"0.633"
"261839_at";"16939";"1";"1.333";"0.4868";"1.3167";"0.5403"
"261840_at";"16940";"1.2596";"1.0606";"0.8974";"0.6293";"0.0419"
"261841_at";"16941";"0.9031";"0.9827";"0.1667";"1.0078";"0.8178"
"261842_at";"16942";"1.1649";"1.0611";"0.8997";"0.7748";"0.0854"
"261843_at";"16943";"1.2578";"1.037";"0.986";"0.6069";"0.0369"
"261844_at";"16944";"0.6535";"0.3134";"0.0075";"1.0236";"0.996"
"261845_at";"16945";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261846_at";"16946";"0.8157";"0.827";"0.0962";"1.3571";"0.5931"
"261847_at";"16947";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261848_at";"16948";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261849_at";"16949";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261850_at";"16950";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261851_at";"16951";"0.9587";"1.2846";"0.3743";"1.381";"0.6105"
"261852_at";"16952";"1.2156";"1.0429";"0.9802";"0.6744";"0.0536"
"261853_at";"16953";"1.1071";"1.3928";"0.5625";"1.0514";"0.2359"
"261854_at";"16954";"1.0009";"1.3321";"0.4842";"1.3138";"0.5333"
"261855_at";"16955";"1.1582";"1.0606";"0.8972";"0.7902";"0.0908"
"261856_at";"16956";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261857_at";"16957";"1.3503";"1.0233";"0.9951";"0.4592";"0.0161"
"261858_at";"16958";"1.1533";"1.0574";"0.9606";"0.8";"0.0945"
"261859_at";"16959";"0.9583";"1.1795";"0.2751";"0.9761";"0.7202"
"261860_at";"16960";"1.042";"0.9835";"0.7535";"1.2053";"0.3467"
"261861_at";"16961";"1.1093";"1.0642";"0.938";"0.883";"0.1331"
"261862_at";"16962";"0.9382";"1.1079";"0.2322";"0.998";"0.7908"
"261863_at";"16963";"0.5338";"0.1246";"0.0012";"1.0089";"0.9997"
"261864_s_at";"16964";"1.3294";"1.0261";"0.9934";"0.5049";"0.0197"
"261865_at";"16965";"1.035";"0.9743";"0.7203";"1.1897";"0.331"
"261866_at";"16966";"1.075";"0.9757";"0.6995";"0.9912";"0.1953"
"261867_at";"16967";"0.9222";"1.0621";"0.2052";"1.0078";"0.8178"
"261868_s_at";"16968";"0.9692";"1.2484";"0.3323";"0.993";"0.78"
"261869_at";"16969";"0.9067";"1.1037";"0.2295";"1.3582";"0.5947"
"261870_at";"16970";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261871_at";"16971";"1.2079";"1.0473";"0.9775";"0.6776";"0.0544"
"261872_s_at";"16972";"0.8742";"0.8073";"0.0905";"1.0545";"0.9616"
"261873_at";"16973";"1.2058";"1.0458";"0.9784";"0.6947";"0.0585"
"261874_at";"16974";"0.9307";"1.0393";"0.1948";"1.0381";"0.8806"
"261875_at";"16975";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261876_at";"16976";"1";"1.1333";"0.2484";"1.0163";"0.2102"
"261877_at";"16977";"1.0537";"1.3682";"0.5428";"1.0464";"0.2335"
"261878_at";"16978";"0.6317";"0.2478";"0.0047";"1.0156";"0.9985"
"261879_at";"16979";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261880_at";"16980";"1.7032";"1.0392";"0.9842";"0.244";"0.0041"
"261881_at";"16981";"0.9396";"1.0006";"0.1762";"1.0536";"0.9207"
"261882_at";"16982";"0.9345";"1.1061";"0.2311";"1.0061";"0.8137"
"261883_at";"16983";"1.0095";"1.3173";"0.4623";"1.2913";"0.4697"
