"ath1_probe";"probe_target_number";"FC_LFYGR_WT_GSE28062";"pfp_LFYGR_WT_down";"P.value_LFYGR_WT_down";"pfp_LFYGR_WT_up";"P.value_LFYGR_WT_up"
"263375_s_at";"18475";"1.0327";"1.6432";"0.6082";"1.2762";"0.4294"
"263376_at";"18476";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263377_at";"18477";"0.9997";"1.6391";"0.5818";"1.0456";"0.8081"
"263378_at";"18478";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263379_at";"18479";"0.5756";"0.0162";"0.0005";"1.0326";"1"
"263380_at";"18480";"0.9433";"0.9917";"0.1806";"1.1071";"0.9568"
"263381_at";"18481";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263382_at";"18482";"1.1307";"1.0663";"0.7975";"0.8074";"0.1735"
"263383_at";"18483";"0.9693";"1.4261";"0.3767";"1.0425";"0.801"
"263384_at";"18484";"0.9995";"1.6441";"0.5779";"1.0448";"0.8091"
"263385_at";"18485";"0.9825";"1.5492";"0.4634";"1.0425";"0.8218"
"263386_at";"18486";"0.6947";"0.0511";"0.0024";"1.0437";"0.9999"
"263387_at";"18487";"1.0167";"1.0593";"0.73";"1.2754";"0.4278"
"263388_at";"18488";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263389_at";"18489";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263390_at";"18490";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263391_at";"18491";"1.0005";"1.0563";"0.7507";"1.5069";"0.654"
"263392_at";"18492";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263393_at";"18493";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263394_at";"18494";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263395_at";"18495";"1.0001";"1.0639";"0.7473";"1.4961";"0.661"
"263396_at";"18496";"1.1281";"1.0773";"0.991";"0.5052";"0.0717"
"263397_s_at";"18497";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263398_at";"18498";"1.0606";"1.1046";"0.9659";"0.8612";"0.1958"
"263399_at";"18499";"1.0457";"1.0933";"0.8661";"1.1129";"0.3231"
"263400_s_at";"18500";"0.9192";"1.0548";"0.2032";"1.5429";"0.7462"
"263401_at";"18501";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263402_at";"18502";"0.6246";"0.0243";"0.0009";"1.0346";"1"
"263403_at";"18503";"0.4039";"0.0021";"0";"1.0141";"1"
"263404_s_at";"18504";"0.9899";"1.4982";"0.4212";"1.4788";"0.6689"
"263405_s_at";"18505";"1.3046";"1.0363";"0.999";"0.1244";"0.0055"
"263406_at";"18506";"1.0072";"1.0627";"0.7346";"1.4707";"0.5921"
"263407_at";"18507";"0.9996";"1.6415";"0.5792";"1.0445";"0.8093"
"263408_at";"18508";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263409_at";"18509";"1";"1.0677";"0.7448";"1.4839";"0.6658"
"263410_at";"18510";"1.0886";"1.0254";"0.6833";"0.7199";"0.1381"
"263411_at";"18511";"1.0018";"1.0741";"0.8167";"1.4428";"0.56"
"263412_at";"18512";"1.2448";"1.0393";"0.9987";"0.2068";"0.0134"
"263413_at";"18513";"1.2462";"1.041";"0.9985";"0.1775";"0.0103"
"263414_at";"18514";"0.9209";"0.7879";"0.1192";"1.0621";"0.8529"
"263415_at";"18515";"0.8997";"0.5749";"0.0714";"1.0976";"0.9905"
"263416_at";"18516";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263417_at";"18517";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263418_at";"18518";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263419_at";"18519";"1.1548";"1.1024";"0.9709";"0.4657";"0.0618"
"263420_at";"18520";"1.0563";"1.1072";"0.9583";"0.9156";"0.2205"
"263421_at";"18521";"1.2791";"1.0354";"0.9991";"0.132";"0.0062"
"263422_s_at";"18522";"0.8945";"0.7545";"0.1106";"1.0922";"0.914"
"263423_at";"18523";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263424_at";"18524";"1.0679";"1.1013";"0.8942";"0.9269";"0.2265"
"263425_at";"18525";"0.9493";"1.2133";"0.2688";"1.4991";"0.6191"
"263426_at";"18526";"0.7606";"0.1167";"0.0069";"1.055";"0.9995"
"263427_at";"18527";"0.9987";"1.6413";"0.5796";"1.042";"0.816"
"263428_at";"18528";"1.076";"1.682";"0.6715";"0.7816";"0.1619"
"263429_at";"18529";"1";"1.3479";"0.3326";"1.5063";"0.6544"
"263430_at";"18530";"1.2188";"1.109";"0.9504";"0.2755";"0.0234"
"263431_at";"18531";"1.2873";"1.0294";"0.9995";"0.1335";"0.0063"
"263432_at";"18532";"1.0189";"1.6658";"0.6371";"1.1959";"0.3738"
"263433_at";"18533";"1.1998";"1.0656";"0.9946";"0.3012";"0.0273"
"263434_at";"18534";"1.6316";"1.0369";"0.999";"0.0124";"0.0002"
"263435_at";"18535";"0.8277";"0.3337";"0.0308";"1.1069";"0.9795"
"263436_at";"18536";"1.0094";"1.103";"0.9004";"1.2546";"0.4127"
"263437_at";"18537";"1.3298";"1.0282";"0.9996";"0.1091";"0.0044"
"263438_at";"18538";"1.6324";"1.0109";"1";"0.0067";"0.0001"
"263439_at";"18539";"1.01";"1.1082";"0.93";"1.1688";"0.3573"
"263440_at";"18540";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263441_at";"18541";"1.0016";"1.1483";"0.241";"1.1177";"0.3257"
"263442_at";"18542";"1.3427";"1.0886";"0.985";"0.1056";"0.0041"
"263443_at";"18543";"1.033";"1.05";"0.717";"1.2424";"0.4038"
"263444_at";"18544";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263445_at";"18545";"1.0003";"1.0593";"0.7493";"1.5043";"0.6569"
"263446_at";"18546";"1.1783";"1.0888";"0.9849";"0.3796";"0.042"
"263447_s_at";"18547";"1.0236";"1.1079";"0.9326";"1.1202";"0.3266"
"263448_at";"18548";"0.8565";"0.3595";"0.0344";"1.0814";"0.9965"
"263449_at";"18549";"1.1011";"1.1065";"0.9606";"0.6718";"0.1214"
"263450_at";"18550";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263451_at";"18551";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263452_at";"18552";"2.9355";"1.0026";"1";"0.0002";"0"
"263453_at";"18553";"1";"1.0686";"0.7444";"1.4813";"0.6666"
"263454_at";"18554";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263455_at";"18555";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263456_at";"18556";"1.061";"1.0646";"0.7937";"0.9808";"0.2507"
"263457_at";"18557";"1.286";"1.0352";"0.9992";"0.1319";"0.0061"
"263458_at";"18558";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263459_at";"18559";"0.842";"0.4028";"0.0408";"1.1074";"0.9785"
"263460_at";"18560";"1.0533";"1.0623";"0.7342";"0.8804";"0.2034"
"263461_at";"18561";"1.0527";"1.6465";"0.61";"0.8323";"0.1836"
"263462_at";"18562";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263463_at";"18563";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263464_at";"18564";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263465_at";"18565";"1";"1.6346";"0.5928";"1.0441";"0.8101"
"263466_at";"18566";"1.0226";"1.0359";"0.698";"1.2323";"0.3977"
"263467_at";"18567";"1.5204";"1.0121";"1";"0.0193";"0.0003"
"263468_at";"18568";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263469_at";"18569";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263470_at";"18570";"1";"1.6682";"0.6462";"1.5226";"0.719"
"263471_at";"18571";"1.0329";"1.6436";"0.5658";"1.2838";"0.4329"
"263472_at";"18572";"1.0226";"1.0595";"0.7302";"1.3349";"0.4716"
"263473_at";"18573";"1.2049";"1.0797";"0.9902";"0.2901";"0.0256"
"263474_at";"18574";"1.0475";"1.6222";"0.5366";"1.0174";"0.2702"
"263475_at";"18575";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263476_at";"18576";"1.2218";"1.1065";"0.9155";"0.2822";"0.0245"
"263477_at";"18577";"1.3414";"1.0235";"0.9998";"0.0787";"0.0026"
"263478_at";"18578";"1.0888";"1.0709";"0.807";"0.8648";"0.1973"
"263479_x_at";"18579";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263480_at";"18580";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263481_at";"18581";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263482_at";"18582";"1.0507";"1.107";"0.92";"0.9767";"0.249"
"263483_at";"18583";"0.9141";"0.8325";"0.1318";"1.0828";"0.8965"
"263484_at";"18584";"1.0851";"1.0908";"0.8571";"0.7883";"0.1651"
"263485_at";"18585";"0.8874";"0.5908";"0.0747";"1.1082";"0.9608"
"263486_at";"18586";"0.9265";"0.901";"0.1522";"1.0679";"0.865"
"263487_at";"18587";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263488_at";"18588";"0.9634";"1.3399";"0.3274";"1.0119";"0.7619"
"263489_at";"18589";"1.0137";"1.1092";"0.9375";"1.1293";"0.3323"
"263490_at";"18590";"0.9318";"0.9409";"0.1647";"1.0781";"0.888"
"263491_at";"18591";"0.7296";"0.0851";"0.0046";"1.0508";"0.9997"
"263492_at";"18592";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263493_at";"18593";"0.9506";"1.1881";"0.2589";"1.5227";"0.7187"
"263494_at";"18594";"1.1146";"1.0965";"0.9768";"0.5748";"0.09"
"263495_at";"18595";"0.4826";"0.0072";"0.0002";"1.0332";"1"
"263496_at";"18596";"0.8703";"0.4728";"0.0528";"1.1005";"0.988"
"263497_at";"18597";"0.9432";"1.0028";"0.1845";"1.5028";"0.6585"
"263498_at";"18598";"0.4637";"0.0046";"0.0001";"1.0181";"1"
"263499_at";"18599";"0.9132";"0.7648";"0.1131";"1.1089";"0.9685"
"263500_s_at";"18600";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263501_s_at";"18601";"1.0024";"1.6879";"0.6805";"1.4968";"0.6898"
"263502_s_at";"18602";"0.9822";"1.334";"0.3232";"1.5201";"0.7162"
"263503_s_at";"18603";"1.0951";"1.0995";"0.9742";"0.667";"0.1199"
"263504_s_at";"18604";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263505_s_at";"18605";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263506_s_at";"18606";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263507_s_at";"18607";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263508_s_at";"18608";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263509_s_at";"18609";"1.0413";"1.0468";"0.7112";"1.1273";"0.3311"
"263510_s_at";"18610";"1";"1.6354";"0.5925";"1.0436";"0.8103"
"263511_at";"18611";"0.999";"1.6678";"0.643";"1.5307";"0.7298"
"263512_at";"18612";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263513_at";"18613";"1.4335";"1.0176";"0.9999";"0.0404";"0.0009"
"263514_at";"18614";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263515_at";"18615";"1.4377";"1.0522";"0.9971";"0.0422";"0.001"
"263516_at";"18616";"0.9497";"1.2893";"0.3015";"1.0369";"0.7923"
"263517_at";"18617";"0.7614";"0.1218";"0.0073";"1.0556";"0.9995"
"263518_at";"18618";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263519_at";"18619";"0.8432";"0.311";"0.028";"1.0767";"0.9974"
"263520_at";"18620";"0.9911";"1.4804";"0.4111";"1.1686";"0.3575"
"263521_at";"18621";"0.7727";"0.1705";"0.0118";"1.0904";"0.9942"
"263522_at";"18622";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263523_at";"18623";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263524_x_at";"18624";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263525_at";"18625";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263526_at";"18626";"0.991";"1.4166";"0.3718";"1.4983";"0.6601"
"263527_at";"18627";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263528_at";"18628";"0.9721";"1.3911";"0.3571";"1.0816";"0.8948"
"263529_at";"18629";"1.0709";"1.1062";"0.9612";"0.828";"0.1816"
"263530_at";"18630";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263531_s_at";"18631";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263532_s_at";"18632";"0.8587";"0.3715";"0.0361";"1.0819";"0.9964"
"263533_at";"18633";"1.0427";"1.054";"0.7532";"1.07";"0.2979"
"263534_at";"18634";"1.0539";"1.0893";"0.854";"1.0225";"0.2731"
"263535_at";"18635";"1.0347";"1.6175";"0.5308";"0.9766";"0.249"
"263536_at";"18636";"0.9852";"1.4867";"0.4147";"1.0459";"0.8261"
"263537_at";"18637";"0.9135";"0.6516";"0.0864";"1.0969";"0.9909"
"263538_at";"18638";"0.9882";"1.4299";"0.3794";"1.3811";"0.5086"
"263539_at";"18639";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263540_at";"18640";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263541_at";"18641";"1.0159";"1.5914";"0.5049";"1.2417";"0.4033"
"263542_at";"18642";"1.1318";"1.1081";"0.9317";"0.5274";"0.0769"
"263543_at";"18643";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263544_at";"18644";"0.7003";"0.0675";"0.0034";"1.0498";"0.9997"
"263545_at";"18645";"0.2294";"0";"0";"1.0043";"1"
"263546_at";"18646";"0.9651";"1.397";"0.36";"1.0418";"0.8129"
"263547_at";"18647";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263548_at";"18648";"0.9531";"1.0528";"0.2023";"1.1031";"0.9429"
"263549_at";"18649";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263550_at";"18650";"0.9695";"1.1386";"0.2371";"1.0432";"0.8226"
"263551_at";"18651";"1.0461";"1.0241";"0.6818";"1.3702";"0.4991"
"263552_x_at";"18652";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263553_at";"18653";"0.9379";"1.0388";"0.1966";"1.4848";"0.6736"
"263554_at";"18654";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263555_at";"18655";"0.9834";"1.5078";"0.4285";"1.0116";"0.7616"
"263556_at";"18656";"1.2841";"1.0324";"0.9994";"0.1336";"0.0063"
"263557_at";"18657";"0.7572";"0.1194";"0.0072";"1.0563";"0.9995"
"263558_at";"18658";"1";"1.0688";"0.7443";"1.4802";"0.6668"
"263559_at";"18659";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263560_s_at";"18660";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263561_at";"18661";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263562_at";"18662";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263563_at";"18663";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263564_s_at";"18664";"0.9762";"1.5069";"0.4288";"1.5113";"0.6393"
"263565_at";"18665";"0.5189";"0.0079";"0.0002";"1.0233";"1"
"263566_at";"18666";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263567_at";"18667";"0.9453";"1.2104";"0.2673";"1.0843";"0.8992"
"263568_at";"18668";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263569_at";"18669";"1.067";"1.6402";"0.5585";"0.8256";"0.1805"
"263570_at";"18670";"1.0131";"1.6817";"0.671";"1.3465";"0.4804"
"263571_at";"18671";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263572_at";"18672";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263573_at";"18673";"1.0154";"1.5282";"0.4455";"1.4429";"0.56"
"263574_at";"18674";"0.9994";"1.5923";"0.5061";"1.0598";"0.8486"
"263575_at";"18675";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263576_at";"18676";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263577_at";"18677";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263578_at";"18678";"1.0369";"1.6047";"0.519";"1.2603";"0.4165"
"263579_at";"18679";"0.9449";"1.1883";"0.2581";"1.0084";"0.7579"
"263580_at";"18680";"1.0737";"1.6792";"0.669";"1.0598";"0.2928"
"263581_at";"18681";"1.0016";"1.0529";"0.7544";"1.5092";"0.6459"
"263582_at";"18682";"1.1108";"1.108";"0.955";"0.6912";"0.1274"
"263583_at";"18683";"1.4928";"1.0149";"0.9999";"0.0253";"0.0004"
"263584_at";"18684";"0.8974";"0.6208";"0.0807";"1.1043";"0.9836"
"263585_at";"18685";"1.0413";"1.0734";"0.8141";"1.1234";"0.3282"
"263586_at";"18686";"1.0356";"1.0932";"0.8646";"1.238";"0.4006"
"263587_at";"18687";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263588_s_at";"18688";"1.0276";"1.6637";"0.634";"1.4185";"0.5378"
"263589_at";"18689";"1.0589";"1.0856";"0.8448";"1.0004";"0.2618"
"263590_at";"18690";"1.0848";"1.0923";"0.9814";"0.6966";"0.1293"
"263591_at";"18691";"0.9705";"1.2101";"0.2672";"1.1024";"0.9405"
"263592_at";"18692";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263593_at";"18693";"1.1518";"1.1049";"0.9064";"0.439";"0.0553"
"263594_at";"18694";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263595_at";"18695";"0.3952";"0.0019";"0";"1.014";"1"
"263596_at";"18696";"0.652";"0.0774";"0.004";"1.0825";"0.9963"
"263597_at";"18697";"1.127";"1.1036";"0.9031";"0.5348";"0.0788"
"263598_at";"18698";"1.2139";"1.0471";"0.9978";"0.24";"0.0176"
"263599_at";"18699";"0.9367";"1.0467";"0.1995";"1.1036";"0.944"
"263600_at";"18700";"1.1066";"1.0601";"0.7839";"0.6364";"0.11"
"263601_s_at";"18701";"0.9795";"1.5176";"0.4359";"1.4921";"0.6814"
"263602_at";"18702";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263603_at";"18703";"6.2796";"1.0009";"1";"0";"0"
"263604_s_at";"18704";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263605_at";"18705";"0.9959";"1.5271";"0.4447";"1.5101";"0.7032"
"263606_at";"18706";"0.7866";"0.165";"0.0112";"1.0639";"0.999"
"263607_at";"18707";"1.1178";"1.0919";"0.8601";"0.6857";"0.1259"
"263608_at";"18708";"0.9925";"1.5246";"0.4422";"1.0714";"0.8726"
"263609_at";"18709";"1.11";"1.069";"0.8037";"0.6484";"0.1135"
"263610_at";"18710";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263611_at";"18711";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263612_at";"18712";"1.1532";"1.1093";"0.9474";"0.4576";"0.0597"
"263613_at";"18713";"0.9439";"1.2321";"0.2761";"1.0334";"0.7877"
"263614_at";"18714";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263615_at";"18715";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263616_at";"18716";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263617_at";"18717";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263618_at";"18718";"1.0231";"1.5959";"0.5098";"1.4439";"0.5619"
"263619_at";"18719";"1.0428";"1.0393";"0.7018";"1.1481";"0.3437"
"263620_at";"18720";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263621_at";"18721";"0.9977";"1.3993";"0.3621";"1.2736";"0.4269"
"263622_at";"18722";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263623_at";"18723";"1";"1.061";"0.7486";"1.4827";"0.6663"
"263624_at";"18724";"1.039";"1.0726";"0.8097";"1.0359";"0.2799"
"263625_at";"18725";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263626_at";"18726";"0.9028";"0.6755";"0.0916";"1.1075";"0.9588"
"263627_at";"18727";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263628_at";"18728";"0.9684";"1.4681";"0.4016";"1.5106";"0.6355"
"263629_at";"18729";"0.9705";"1.4143";"0.371";"1.004";"0.7508"
"263630_at";"18730";"1.0385";"1.0659";"0.7459";"1.098";"0.3146"
"263631_at";"18731";"1.0841";"1.1094";"0.9512";"0.758";"0.1529"
"263632_at";"18732";"0.7846";"0.2616";"0.0216";"1.1018";"0.9868"
"263633_at";"18733";"1.1264";"1.1043";"0.9667";"0.572";"0.0889"
"263634_at";"18734";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263635_at";"18735";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263636_at";"18736";"1.0079";"1.6714";"0.6513";"1.4442";"0.5623"
"263637_at";"18737";"1.0776";"1.1035";"0.9016";"0.7955";"0.1683"
"263638_at";"18738";"1.223";"1.0763";"0.9913";"0.2483";"0.0188"
"263639_at";"18739";"0.9324";"0.9151";"0.1569";"1.5183";"0.7138"
"263640_at";"18740";"0.9173";"1.0891";"0.2163";"1.4928";"0.6821"
"263641_at";"18741";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263642_at";"18742";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263643_at";"18743";"1.0159";"1.5382";"0.4533";"1.4316";"0.5499"
"263644_at";"18744";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263645_at";"18745";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263646_at";"18746";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263647_at";"18747";"1.0938";"1.0266";"0.6855";"0.4287";"0.0531"
"263648_at";"18748";"0.9781";"1.6239";"0.5381";"1.494";"0.6863"
"263649_at";"18749";"0.9805";"1.55";"0.4647";"1.045";"0.8042"
"263650_at";"18750";"0.9989";"1.5121";"0.4331";"1.0773";"0.8857"
"263651_at";"18751";"1.1499";"1.0665";"0.9943";"0.409";"0.0483"
"263652_at";"18752";"0.9999";"1.6378";"0.5824";"1.0457";"0.8081"
"263653_at";"18753";"0.3386";"0.0005";"0";"1.0088";"1"
"263654_at";"18754";"1.2128";"1.1095";"0.9399";"0.2966";"0.0266"
"263655_at";"18755";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263656_at";"18756";"1.4367";"1.0267";"0.9996";"0.0381";"0.0008"
"263657_at";"18757";"0.9376";"0.9595";"0.1707";"1.1062";"0.9507"
"263658_at";"18758";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263659_at";"18759";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263660_at";"18760";"1.0932";"1.0922";"0.9816";"0.6536";"0.115"
"263661_at";"18761";"1.1102";"1.1081";"0.9303";"0.547";"0.0822"
"263662_at";"18762";"0.8954";"0.5392";"0.0653";"1.0949";"0.9922"
"263663_at";"18763";"1.0583";"1.0682";"0.8026";"0.8506";"0.1918"
"263664_at";"18764";"4.6955";"1.0011";"1";"0";"0"
"263665_at";"18765";"0.9603";"1.0784";"0.2124";"1.1006";"0.9358"
"263666_at";"18766";"0.8405";"0.3093";"0.0277";"1.0795";"0.9969"
"263667_at";"18767";"0.9763";"1.4742";"0.4058";"1.0282";"0.7811"
"263668_at";"18768";"1.2153";"1.0434";"0.9983";"0.2518";"0.0195"
"263669_at";"18769";"0.8914";"0.6516";"0.0865";"1.107";"0.9532"
"263670_at";"18770";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263671_at";"18771";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263672_at";"18772";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263673_at";"18773";"0.8532";"0.4009";"0.0404";"1.095";"0.9922"
"263674_at";"18774";"1.0819";"1.1088";"0.9527";"0.8433";"0.1886"
"263675_x_at";"18775";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263676_at";"18776";"1.0528";"1.0491";"0.7155";"1.0451";"0.2842"
"263677_at";"18777";"0.8334";"0.4357";"0.0461";"1.1047";"0.9464"
"263678_at";"18778";"1.0243";"1.5624";"0.4766";"1.4841";"0.6068"
"263679_at";"18779";"0.9582";"1.2076";"0.2664";"1.0768";"0.8844"
"263680_at";"18780";"0.5946";"0.0188";"0.0006";"1.0313";"1"
"263681_at";"18781";"1.0246";"1.0932";"0.8632";"1.3059";"0.4488"
"263682_at";"18782";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263683_at";"18783";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263684_at";"18784";"1.1651";"1.1076";"0.9246";"0.4516";"0.0583"
"263685_at";"18785";"1.1181";"1.0953";"0.9777";"0.5883";"0.0938"
"263686_at";"18786";"0.8647";"0.5346";"0.0641";"1.1006";"0.9351"
"263687_at";"18787";"1.1183";"1.0644";"0.7468";"0.4916";"0.0687"
"263688_at";"18788";"0.2918";"0.0002";"0";"1.0067";"1"
"263689_at";"18789";"0.6397";"0.0554";"0.0027";"1.103";"0.9859"
"263690_at";"18790";"0.4148";"0.0023";"0";"1.0144";"1"
"263691_at";"18791";"0.828";"0.2517";"0.0205";"1.0702";"0.9983"
"263692_at";"18792";"0.9321";"1.015";"0.1886";"1.078";"0.8878"
"263693_at";"18793";"1.0371";"1.5076";"0.4282";"1.1686";"0.3568"
"263694_at";"18794";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263695_at";"18795";"1.0414";"1.58";"0.4942";"1.3088";"0.4513"
"263696_at";"18796";"1.3027";"1.0292";"0.9995";"0.1113";"0.0046"
"263697_at";"18797";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263698_at";"18798";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263699_at";"18799";"1.5736";"1.0194";"0.9999";"0.0189";"0.0003"
"263700_at";"18800";"1.385";"1.0239";"0.9998";"0.0556";"0.0015"
"263701_at";"18801";"1.0648";"1.0522";"0.7577";"0.7979";"0.1695"
"263702_at";"18802";"1.0795";"1.1048";"0.906";"0.9109";"0.218"
"263703_at";"18803";"1.1023";"1.1092";"0.9475";"0.6863";"0.1261"
"263704_at";"18804";"1.108";"1.6782";"0.6628";"0.3719";"0.0404"
"263705_at";"18805";"1.0316";"1.4476";"0.3907";"0.9269";"0.2255"
"263706_s_at";"18806";"1.0108";"1.609";"0.522";"1.3153";"0.4558"
"263707_at";"18807";"1.052";"1.5951";"0.5092";"1.051";"0.2876"
"263708_at";"18808";"1.0501";"1.669";"0.6487";"1.0705";"0.2983"
"263709_at";"18809";"0.8737";"0.4373";"0.0464";"1.0859";"0.9954"
"263710_at";"18810";"1.0136";"1.6354";"0.5898";"1.1506";"0.3451"
"263711_at";"18811";"0.8806";"0.4556";"0.0501";"1.0897";"0.9944"
"263712_at";"18812";"1.0431";"1.0538";"0.771";"1.1732";"0.3607"
"263713_at";"18813";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263714_at";"18814";"1.0078";"1.5178";"0.436";"1.1829";"0.3663"
"263715_at";"18815";"0.6559";"0.0597";"0.0029";"1.0809";"0.9967"
"263716_at";"18816";"0.994";"1.5271";"0.4439";"1.5065";"0.6533"
"263717_at";"18817";"1.0358";"1.0543";"0.7718";"1.1451";"0.3415"
"263718_at";"18818";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263719_at";"18819";"1.0747";"1.105";"0.9637";"0.787";"0.1644"
"263720_at";"18820";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263721_at";"18821";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263722_at";"18822";"0.94";"1.0029";"0.1844";"1.0899";"0.9076"
"263723_at";"18823";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263724_at";"18824";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"263725_at";"18825";"0.993";"1.5734";"0.4868";"1.0149";"0.7655"
